kod_chu,DRUH,POLE,POSLEDNI_NALEZ
CZ0212020,Lemna trisulca,"53,""5555a""",2019-04-19
CZ0212020,Lemna trisulca,5555a,2005-01-01
CZ0212020,Ligularia sibirica,5555a,2025-10-14
CZ0212020,Ligularia sibirica,"79,""5555a""",2003-06-10
CZ0212020,Lutra lutra,5555a,2013-05-08
CZ0212020,Myotis myotis,5555a,2013-08-31
CZ0212020,Salmo trutta,5455c,2023-09-22
CZ0212020,Salmo trutta,5555a,2012-08-17
CZ0212020,Salmo trutta,"76,""5555a""",2012-08-17
CZ0212020,Sanguisorba officinalis,5555a,2023-06-14
CZ0212020,Succisa pratensis,5555a,2009-01-01
CZ0212020,Vertigo angustior,5555a,2023-05-22
CZ0212020,Vertigo moulinsiana,5555a,2024-05-21
CZ0212021,Bombina bombina,5855a,2002-01-01
CZ0212021,Gladiolus palustris,5855a,2025-06-25
CZ0212021,Gladiolus palustris,"65,""5855a""",2003-06-01
CZ0212021,Sanguisorba officinalis,5855a,2020-05-05
CZ0212021,Sanguisorba officinalis,"92,""5855a""",2022-06-27
CZ0212021,Succisa pratensis,5855a,2020-06-22
CZ0212021,Thesium ebracteatum,5855a,2025-06-12
CZ0212021,Thesium ebracteatum,"92,""5855a""",2022-06-27
CZ0212022,Cypripedium calceolus,5754b,2023-06-13
CZ0212023,Jurinea cyanoides,5753a,2025-11-28
CZ0212024,Cypripedium calceolus,5749d,2023-07-19
CZ0212025,Cypripedium calceolus,5749d,2023-07-19
CZ0213001,Bombina bombina,6058a,2025-05-20
CZ0213001,Triturus cristatus,6058a,2020-06-16
CZ0213004,Bombina bombina,6351b,2025-08-04
CZ0213005,Bombina bombina,6054b,2025-09-03
CZ0213005,Castor fiber,6054b,2026-03-03
CZ0213005,Triturus cristatus,6054b,2008-05-09
CZ0213006,Euplagia quadripunctaria,5455c,2021-08-10
CZ0213006,Lemna trisulca,5455c,2016-07-04
CZ0213006,Ligularia sibirica,5455c,2024-07-31
CZ0213006,Vertigo moulinsiana,5455c,2015-09-30
CZ0213009,Abramis brama,"86,""6355a""",2004-01-01
CZ0213009,Ameiurus nebulosus,6455a,2016-04-21
CZ0213009,Blicca bjoerkna,6355a,2014-10-11
CZ0213009,Bombina bombina,6255c,2023-05-27
CZ0213009,Bombina bombina,6355a,2025-06-11
CZ0213009,Bombina bombina,6355c,2002-06-18
CZ0213009,Castor fiber,6355a,2021-01-20
CZ0213009,Castor fiber,6355c,2024-01-28
CZ0213009,Castor fiber,6454b,2025-04-11
CZ0213009,Castor fiber,6454d,2019-10-13
CZ0213009,Castor fiber,6455a,2024-05-02
CZ0213009,Cottus gobio,6355a,2023-10-16
CZ0213009,Cottus gobio,6355c,2023-10-16
CZ0213009,Cottus gobio,"86,""6355a""",2004-01-01
CZ0213009,Lampetra planeri,"36,""6254d""",1950-01-01
CZ0213009,Lampetra planeri,6255c,2001-08-01
CZ0213009,Lampetra planeri,6355a,2023-11-14
CZ0213009,Lampetra planeri,6355c,2023-08-15
CZ0213009,Lampetra planeri,6454b,2011-06-19
CZ0213009,Lampetra planeri,6454d,2023-08-15
CZ0213009,Lampetra planeri,"86,""6355a""",2004-01-01
CZ0213009,Lampetra planeri,"89,""6355a""",2001-10-23
CZ0213009,Lemna trisulca,6355c,2002-05-15
CZ0213009,Leuciscus aspius,"86,""6355a""",2004-01-01
CZ0213009,Leuciscus aspius,"99,""6355a""",1950-01-01
CZ0213009,Lutra lutra,6255c,2021-01-20
CZ0213009,Lutra lutra,6355a,2024-01-17
CZ0213009,Lutra lutra,6355c,2022-05-02
CZ0213009,Lutra lutra,6454b,2024-08-21
CZ0213009,Lutra lutra,6454d,2018-09-05
CZ0213009,Lutra lutra,"91,""6454b""",2011-05-29
CZ0213009,Ophiogomphus cecilia,6355a,2017-07-22
CZ0213009,Ophiogomphus cecilia,6355c,2019-07-18
CZ0213009,Ophiogomphus cecilia,6454b,2019-07-06
CZ0213009,Ophiogomphus cecilia,6454d,2019-07-06
CZ0213009,Osmoderma barnabita,6255c,2024-07-03
CZ0213009,Osmoderma barnabita,"91,""6454b""",2011-03-01
CZ0213009,Rhodeus amarus,6355a,2014-10-11
CZ0213009,Rhodeus amarus,"86,""6355a""",2004-01-01
CZ0213009,Salmo trutta,6255c,2012-04-10
CZ0213009,Salmo trutta,6355a,2020-11-06
CZ0213009,Salmo trutta,"86,""6355a""",2004-01-01
CZ0213009,Sanguisorba officinalis,6255c,2001-07-05
CZ0213009,Sanguisorba officinalis,6355a,2022-09-07
CZ0213009,Sanguisorba officinalis,6355c,2011-08-22
CZ0213009,Scardinius erythrophthalmus,"86,""6355a""",2004-01-01
CZ0213009,Succisa pratensis,6255c,2019-07-22
CZ0213009,Succisa pratensis,6355c,2024-05-18
CZ0213009,Succisa pratensis,6455a,2004-05-15
CZ0213009,Unio crassus,6255c,2017-11-05
CZ0213009,Unio crassus,6355a,2021-11-21
CZ0213009,Unio crassus,6355c,2021-04-15
CZ0213009,Unio crassus,6454b,2024-06-23
CZ0213009,Unio crassus,6454d,2024-06-23
CZ0213009,Unio crassus,6455a,2024-06-23
CZ0213009,Unio crassus,"91,""6454b""",2011-01-01
CZ0213013,Bombina bombina,6449d,2025-08-05
CZ0213013,Lutra lutra,6449d,2018-05-18
CZ0213013,Sanguisorba officinalis,6449d,2013-08-09
CZ0213015,Lucanus cervus,6251a,2024-06-10
CZ0213015,Osmoderma barnabita,6251a,2015-05-23
CZ0213015,Phengaris nausithous,6251a,2025-08-03
CZ0213015,Sanguisorba officinalis,6251a,2008-10-10
CZ0213015,Succisa pratensis,6251a,2008-05-24
CZ0213016,Abramis brama,5851c,2004-01-01
CZ0213016,Austropotamobius torrentium,5851a,2006-10-03
CZ0213016,Austropotamobius torrentium,5851b,2025-10-25
CZ0213016,Austropotamobius torrentium,5851c,2018-10-26
CZ0213016,Cottus gobio,5851a,2014-09-23
CZ0213016,Cottus gobio,5851c,2014-09-23
CZ0213016,Hipparchia semele,NA,2003-07-24
CZ0213016,Lampetra planeri,5851a,2014-09-23
CZ0213016,Lampetra planeri,5851c,2014-09-23
CZ0213016,Lutra lutra,5851b,2011-10-30
CZ0213016,Lutra lutra,5851c,2016-10-21
CZ0213016,Salmo trutta,5851a,2014-09-23
CZ0213016,Scardinius erythrophthalmus,5851c,2004-01-01
CZ0213017,Bombina bombina,6449c,2025-06-25
CZ0213017,Triturus cristatus,6449c,2024-06-24
CZ0213023,Chazara briseis,NA,1995-01-01
CZ0213023,Euplagia quadripunctaria,"5,""6252a""",2003-07-25
CZ0213023,Euplagia quadripunctaria,6252a,2021-08-04
CZ0213023,Hipparchia semele,NA,1995-01-01
CZ0213028,Bombina bombina,"03,""5748d""",2025-07-04
CZ0213028,Bombina bombina,5748d,2025-07-04
CZ0213028,Bombina bombina,5749c,2025-07-04
CZ0213028,Bombina bombina,"64,""5748d""",2011-05-21
CZ0213028,Bombina bombina,"83,""5748d""",2003-05-01
CZ0213028,Bombina bombina,"84,""5748d""",2002-05-01
CZ0213028,Sanguisorba officinalis,5748d,2023-06-24
CZ0213028,Sanguisorba officinalis,5749c,2023-06-24
CZ0213028,Triturus cristatus,"03,""5748d""",2022-07-06
CZ0213028,Triturus cristatus,5748d,2022-07-06
CZ0213028,Triturus cristatus,5749c,2022-07-06
CZ0213028,Triturus cristatus,"99,""5748d""",2011-05-21
CZ0213029,Bombina bombina,5850c,2025-05-15
CZ0213029,Lemna trisulca,5850c,2022-08-15
CZ0213029,Sanguisorba officinalis,5850c,2003-06-03
CZ0213029,Triturus cristatus,5850c,2025-05-03
CZ0213038,Lucanus cervus,5950b,2025-06-18
CZ0213038,Triturus cristatus,5950b,2025-07-04
CZ0213039,Abramis brama,"53,""5652b""",2004-01-01
CZ0213039,Abramis brama,5652b,2020-05-26
CZ0213039,Abramis brama,5652d,2021-10-20
CZ0213039,Ameiurus melas,5552d,2020-06-02
CZ0213039,Ameiurus nebulosus,"53,""5652b""",2004-01-01
CZ0213039,Ameiurus nebulosus,5652b,2020-05-26
CZ0213039,Blicca bjoerkna,"53,""5652b""",2004-01-01
CZ0213039,Blicca bjoerkna,5652b,2015-10-03
CZ0213039,Castor fiber,5552d,2022-08-25
CZ0213039,Castor fiber,5652b,2025-07-08
CZ0213039,Leuciscus aspius,"53,""5652b""",2004-01-01
CZ0213039,Leuciscus aspius,"75,""5652b""",1950-01-01
CZ0213039,Myotis myotis,"71,""5652b""",2015-05-15
CZ0213039,Ophiogomphus cecilia,5552d,2006-01-01
CZ0213039,Rhodeus amarus,"07,""5552d""",1950-01-01
CZ0213039,Rhodeus amarus,5652b,2022-09-22
CZ0213039,Salmo trutta,"53,""5652b""",2004-01-01
CZ0213042,Cottus gobio,6256a,2016-11-11
CZ0213042,Lampetra planeri,6256a,2023-10-22
CZ0213042,Lutra lutra,6256a,2015-05-07
CZ0213042,Salmo trutta,6256a,2015-05-29
CZ0213043,Euplagia quadripunctaria,6152b,2021-07-29
CZ0213043,Lucanus cervus,6152b,2025-08-28
CZ0213047,Bombina bombina,6353a,2025-09-03
CZ0213047,Lemna trisulca,6353a,2023-05-12
CZ0213047,Triturus cristatus,6353a,2021-07-12
CZ0213048,Abramis brama,5855a,2000-01-01
CZ0213048,Blicca bjoerkna,5855a,2000-01-01
CZ0213048,Cucujus cinnaberinus,5855b,2009-04-02
CZ0213048,Cucujus cinnaberinus,"62,""5855a""",2015-04-01
CZ0213048,Rhodeus amarus,5855b,2023-08-29
CZ0213048,Rhodeus amarus,"62,""5855a""",1950-01-01
CZ0213048,Scardinius erythrophthalmus,5855a,2000-01-01
CZ0213050,Austropotamobius torrentium,6249b,2016-11-23
CZ0213050,Barbastella barbastellus,6249b,2017-04-11
CZ0213050,Hipparchia semele,NA,1995-01-01
CZ0213050,Lampetra planeri,6249b,2025-03-26
CZ0213050,Lampetra planeri,"99,""6249b""",2000-01-01
CZ0213050,Lutra lutra,6249b,2016-08-03
CZ0213050,Myotis myotis,6249b,2016-09-14
CZ0213051,Euphydryas maturna,NA,2007-06-05
CZ0213051,Lucanus cervus,5857c,2020-07-15
CZ0213051,Lucanus cervus,"6,""5857c""",2015-04-01
CZ0213058,Bombina bombina,5954c,2025-06-30
CZ0213058,Leucorrhinia pectoralis,5954c,2023-06-16
CZ0213058,Lycaena dispar,5954c,2021-08-22
CZ0213058,Triturus cristatus,5954c,2025-07-13
CZ0213059,Hipparchia semele,NA,2015-01-01
CZ0213059,Vertigo angustior,5850a,2023-10-13
CZ0213061,Abramis brama,5958c,2004-01-01
CZ0213061,Ameiurus nebulosus,"44,""5958c""",2014-04-22
CZ0213061,Ameiurus nebulosus,5958c,2004-01-01
CZ0213061,Blicca bjoerkna,5958c,2004-01-01
CZ0213061,Bombina bombina,"09,""5958a""",2024-07-12
CZ0213061,Bombina bombina,"43,""5958c""",2024-07-12
CZ0213061,Bombina bombina,"49,""5958a""",2024-07-12
CZ0213061,Bombina bombina,5958a,2024-07-12
CZ0213061,Bombina bombina,5958c,2025-05-11
CZ0213061,Bombina bombina,"96,""5958a""",2024-07-12
CZ0213061,Cucujus cinnaberinus,5958c,2004-05-01
CZ0213061,Cucujus cinnaberinus,"71,""5958c""",2004-05-01
CZ0213061,Lemna trisulca,"5,""5958c""",2022-08-16
CZ0213061,Leuciscus aspius,5958c,2004-01-01
CZ0213061,Phengaris nausithous,"04,""5958c""",1995-01-01
CZ0213061,Sanguisorba officinalis,5958c,2020-08-06
CZ0213061,Sanguisorba officinalis,"95,""5958c""",2014-05-22
CZ0213061,Scardinius erythrophthalmus,5958c,2004-01-01
CZ0213061,Triturus cristatus,5958c,2020-06-16
CZ0213063,Euplagia quadripunctaria,"86,""5848d""",2012-03-01
CZ0213063,Lycaena dispar,"86,""5848d""",2012-03-01
CZ0213063,Phengaris nausithous,"37,""5848d""",2005-07-27
CZ0213063,Phengaris nausithous,5848d,2025-08-08
CZ0213063,Phengaris nausithous,"61,""5848d""",2005-07-27
CZ0213063,Phengaris nausithous,"66,""5848d""",2018-07-16
CZ0213063,Phengaris nausithous,"86,""5848d""",2001-07-26
CZ0213063,Sanguisorba officinalis,5848d,2013-09-12
CZ0213064,Bombina bombina,6449a,2025-09-20
CZ0213064,Sanguisorba officinalis,6449a,2023-07-12
CZ0213064,Succisa pratensis,6449a,2023-07-12
CZ0213064,Triturus cristatus,6449a,2025-07-02
CZ0213065,Euplagia quadripunctaria,5949c,2025-08-14
CZ0213065,Lucanus cervus,5949c,2020-07-24
CZ0213065,Phengaris nausithous,5949c,1960-01-01
CZ0213066,Bombina bombina,6448d,2025-07-02
CZ0213066,Sanguisorba officinalis,6448d,2012-05-15
CZ0213066,Triturus cristatus,6448d,2021-07-11
CZ0213067,Abramis brama,"41,""6256d""",2004-01-01
CZ0213067,Abramis brama,"56,""6257c""",2004-01-01
CZ0213067,Abramis brama,6357b,2015-08-17
CZ0213067,Blicca bjoerkna,"41,""6256d""",2004-01-01
CZ0213067,Blicca bjoerkna,"56,""6257c""",2004-01-01
CZ0213067,Blicca bjoerkna,6256d,2015-08-18
CZ0213067,Blicca bjoerkna,6257c,2016-10-01
CZ0213067,Blicca bjoerkna,6357b,2015-08-17
CZ0213067,Cottus gobio,"56,""6257c""",2004-01-01
CZ0213067,Cottus gobio,6257c,2016-10-01
CZ0213067,Cottus gobio,"65,""6257c""",1950-01-01
CZ0213067,Leuciscus aspius,"07,""6257c""",1950-01-01
CZ0213067,Leuciscus aspius,"35,""6155d""",1950-01-01
CZ0213067,Leuciscus aspius,"41,""6256d""",2004-01-01
CZ0213067,Leuciscus aspius,"56,""6257c""",2004-01-01
CZ0213067,Leuciscus aspius,6256d,2023-10-17
CZ0213067,Leuciscus aspius,6257c,2023-10-17
CZ0213067,Leuciscus aspius,6357b,2023-10-17
CZ0213067,Leuciscus aspius,"65,""6257c""",1950-01-01
CZ0213067,Lutra lutra,"99,""6257c""",2015-05-17
CZ0213067,Myotis myotis,"99,""6257c""",2015-05-17
CZ0213067,Ophiogomphus cecilia,6256d,2017-07-19
CZ0213067,Ophiogomphus cecilia,6257c,2015-08-10
CZ0213067,Phengaris nausithous,6256d,2017-07-19
CZ0213067,Rhodeus amarus,6256d,2023-08-12
CZ0213067,Rhodeus amarus,6257c,2016-10-01
CZ0213067,Rhodeus amarus,6357b,2015-08-17
CZ0213067,Salmo trutta,"56,""6257c""",2004-01-01
CZ0213067,Salmo trutta,6257c,2016-10-01
CZ0213067,Scardinius erythrophthalmus,"56,""6257c""",2004-01-01
CZ0213068,Abramis brama,"04,""6155d""",2004-01-01
CZ0213068,Abramis brama,6152b,2006-08-24
CZ0213068,Abramis brama,6153b,2010-10-28
CZ0213068,Abramis brama,6153c,2010-10-28
CZ0213068,Abramis brama,6153d,2012-09-18
CZ0213068,Abramis brama,6155a,2016-05-05
CZ0213068,Abramis brama,"71,""6154c""",2004-01-01
CZ0213068,Abramis brama,"75,""6154a""",2004-01-01
CZ0213068,Blicca bjoerkna,"04,""6155d""",2004-01-01
CZ0213068,Blicca bjoerkna,6152b,2016-07-23
CZ0213068,Blicca bjoerkna,6155a,2017-09-27
CZ0213068,Blicca bjoerkna,"71,""6154c""",2004-01-01
CZ0213068,Blicca bjoerkna,"75,""6154a""",2004-01-01
CZ0213068,Castor fiber,6154b,2020-03-26
CZ0213068,Castor fiber,6155a,2022-02-25
CZ0213068,Cottus gobio,"65,""6257c""",1950-01-01
CZ0213068,Cottus gobio,"71,""6154c""",2004-01-01
CZ0213068,Leuciscus aspius,"04,""6155d""",2004-01-01
CZ0213068,Leuciscus aspius,"35,""6155d""",1950-01-01
CZ0213068,Leuciscus aspius,6152b,2020-09-16
CZ0213068,Leuciscus aspius,"65,""6257c""",1950-01-01
CZ0213068,Leuciscus aspius,"71,""6154c""",2004-01-01
CZ0213068,Leuciscus aspius,"75,""6154a""",2004-01-01
CZ0213068,Lutra lutra,"54,""6153c""",2025-07-10
CZ0213068,Lutra lutra,6152b,2006-10-24
CZ0213068,Lutra lutra,6153a,2021-09-25
CZ0213068,Lutra lutra,6153b,2024-07-21
CZ0213068,Lutra lutra,6154a,2021-09-25
CZ0213068,Lutra lutra,6155b,2025-01-21
CZ0213068,Myotis myotis,6153d,2023-09-23
CZ0213068,Ophiogomphus cecilia,6154c,2019-06-30
CZ0213068,Ophiogomphus cecilia,6155d,2022-07-20
CZ0213068,Rhodeus amarus,6152b,2023-08-27
CZ0213068,Rhodeus amarus,6153a,2022-10-26
CZ0213068,Rhodeus amarus,6153b,2023-09-06
CZ0213068,Rhodeus amarus,6153c,2023-08-27
CZ0213068,Rhodeus amarus,6153d,2012-09-18
CZ0213068,Rhodeus amarus,6154b,2023-08-27
CZ0213068,Rhodeus amarus,6154c,2023-08-27
CZ0213068,Rhodeus amarus,6155a,2023-08-27
CZ0213068,Rhodeus amarus,6155d,2023-08-27
CZ0213068,Rhodeus amarus,"77,""6153b""",1950-01-01
CZ0213068,Salmo trutta,"04,""6155d""",2004-01-01
CZ0213068,Salmo trutta,"71,""6154c""",2004-01-01
CZ0213068,Salmo trutta,"75,""6154a""",2004-01-01
CZ0213068,Sanguisorba officinalis,6154a,2008-06-05
CZ0213068,Scardinius erythrophthalmus,"04,""6155d""",2004-01-01
CZ0213068,Scardinius erythrophthalmus,6153c,2012-09-17
CZ0213068,Scardinius erythrophthalmus,"71,""6154c""",2004-01-01
CZ0213068,Unio crassus,"01,""6154b""",2006-07-30
CZ0213068,Unio crassus,"16,""6155a""",2001-07-06
CZ0213068,Unio crassus,6152b,2016-06-18
CZ0213068,Unio crassus,6153a,2015-07-11
CZ0213068,Unio crassus,6153b,2022-08-07
CZ0213068,Unio crassus,6153c,2001-07-05
CZ0213068,Unio crassus,6153d,2015-07-11
CZ0213068,Unio crassus,6154a,2018-12-01
CZ0213068,Unio crassus,6154b,2012-08-18
CZ0213068,Unio crassus,6154c,2018-12-01
CZ0213068,Unio crassus,6155a,2015-07-11
CZ0213068,Unio crassus,6155d,2015-07-11
CZ0213068,Unio crassus,"68,""6155d""",2001-07-07
CZ0213068,Unio crassus,"7,""6155d""",2001-07-07
CZ0213068,Unio crassus,"78,""6155a""",2001-07-06
CZ0213069,Lampetra planeri,"04,""6354b""",2002-01-01
CZ0213069,Lampetra planeri,6354b,2023-09-07
CZ0213069,Lampetra planeri,6354d,2023-09-08
CZ0213069,Lutra lutra,"83,""6354b""",2015-04-30
CZ0213069,Misgurnus fossilis,6354b,2023-09-07
CZ0213070,Osmoderma barnabita,"37,""5750c""",2021-07-30
CZ0213070,Osmoderma barnabita,5750b,2014-01-16
CZ0213070,Osmoderma barnabita,5750c,2020-03-19
CZ0213071,Bombina bombina,6353b,2025-09-03
CZ0213071,Triturus cristatus,6353b,2024-06-15
CZ0213072,Osmoderma barnabita,5850a,2025-08-13
CZ0213072,Succisa pratensis,"99,""5850a""",2009-08-28
CZ0213076,Abramis brama,6256a,2014-10-14
CZ0213076,Cottus gobio,"58,""6256c""",2001-10-23
CZ0213076,Cottus gobio,6256a,2015-09-01
CZ0213076,Lampetra planeri,"19,""6256c""",1987-01-01
CZ0213076,Lampetra planeri,"39,""6256c""",2000-01-01
CZ0213076,Lampetra planeri,"58,""6256c""",2001-10-23
CZ0213076,Lampetra planeri,6256a,2023-10-22
CZ0213076,Lampetra planeri,6256c,2023-10-22
CZ0213076,Lutra lutra,"94,""6256c""",2015-05-19
CZ0213076,Rhodeus amarus,6256a,2019-06-20
CZ0213076,Salmo trutta,"58,""6256c""",2001-10-23
CZ0213076,Salmo trutta,6256a,2022-10-13
CZ0213076,Salmo trutta,6256c,2022-10-13
CZ0213076,Scardinius erythrophthalmus,6256a,2019-06-20
CZ0213077,Bombina bombina,6453d,2024-06-17
CZ0213077,Lutra lutra,6453d,2022-06-03
CZ0213077,Triturus cristatus,6453d,2025-08-08
CZ0213078,Euplagia quadripunctaria,6451a,2007-08-07
CZ0213078,Sanguisorba officinalis,6451a,2010-08-16
CZ0213078,Spermophilus citellus,6451a,2016-07-06
CZ0213081,Bombina bombina,"13,""6352d""",2025-08-04
CZ0213081,Bombina bombina,"27,""6352d""",2019-06-21
CZ0213081,Bombina bombina,"46,""6352d""",2002-01-01
CZ0213081,Bombina bombina,6352d,2023-05-18
CZ0213081,Lemna trisulca,6352d,2023-05-18
CZ0213081,Succisa pratensis,6352d,2004-06-01
CZ0213082,Bombina bombina,6449c,2025-07-02
CZ0213082,Sanguisorba officinalis,6449c,2015-08-05
CZ0213082,Succisa pratensis,6449c,2020-06-16
CZ0213082,Triturus cristatus,6449c,2025-07-02
CZ0213083,Abramis brama,5751b,2004-01-01
CZ0213083,Ameiurus nebulosus,5751b,2004-01-01
CZ0213083,Blicca bjoerkna,5751b,2004-01-01
CZ0213083,Castor fiber,5751b,2023-04-13
CZ0213083,Cucujus cinnaberinus,5751b,2025-11-28
CZ0213083,Cucujus cinnaberinus,5752a,2018-12-10
CZ0213083,Lucanus cervus,5751b,2022-07-16
CZ0213083,Lucanus cervus,5752a,2025-06-21
CZ0213083,Osmoderma barnabita,5751b,2021-07-30
CZ0213083,Osmoderma barnabita,5752a,2022-08-13
CZ0213083,Osmoderma barnabita,"93,""5751b""",2006-03-14
CZ0213084,Bombina bombina,6354c,2025-09-03
CZ0213086,Bombina bombina,"15,""6151c""",2015-05-19
CZ0213086,Bombina bombina,6151c,2023-05-25
CZ0213086,Lucanus cervus,6151c,2022-06-15
CZ0213086,Lynx lynx,"08,""6150d""",2002-02-11
CZ0213086,Lynx lynx,6151c,2001-08-14
CZ0213086,Phengaris nausithous,"97,""6151c""",2006-08-09
CZ0213086,Phengaris teleius,"97,""6151c""",2009-07-05
CZ0213086,Sanguisorba officinalis,6151c,2023-08-16
CZ0213086,Succisa pratensis,6151c,2009-04-11
CZ0213086,Triturus cristatus,"15,""6151c""",2015-06-27
CZ0213086,Triturus cristatus,6150d,2025-07-17
CZ0213086,Triturus cristatus,6151c,2025-07-17
CZ0213086,Triturus cristatus,6251a,2024-07-05
CZ0213086,Vertigo angustior,6151c,2009-09-21
CZ0213512,Bombina variegata,6049a,2025-09-09
CZ0213512,Lemna trisulca,6049a,2009-06-17
CZ0213512,Triturus cristatus,6049a,2025-07-01
CZ0213600,Myotis myotis,5454d,2020-06-05
CZ0213601,Chazara briseis,NA,2005-01-01
CZ0213601,Hipparchia semele,NA,2005-01-01
CZ0213601,Myotis myotis,6050a,2019-07-17
CZ0213602,Myotis myotis,6251a,2005-06-26
CZ0213610,Barbastella barbastellus,5949c,2025-02-07
CZ0213610,Myotis myotis,5949c,2023-06-26
CZ0213610,Myotis sp.,5949c,2024-07-15
CZ0213611,Lucanus cervus,5656a,2011-07-05
CZ0213611,Myotis myotis,5656a,2025-07-24
CZ0213612,Myotis myotis,5755b,2011-07-05
CZ0213613,Barbastella barbastellus,6057c,2015-02-11
CZ0213613,Myotis bechsteinii,6057c,2014-12-30
CZ0213613,Myotis emarginatus,6057c,2015-02-11
CZ0213613,Myotis myotis,6057c,2015-02-11
CZ0213613,Myotis sp.,6057c,2014-12-30
CZ0213613,Rhinolophus hipposideros,6057c,2015-02-11
CZ0213615,Myotis myotis,6452a,2021-01-30
CZ0213615,Rhinolophus hipposideros,6452a,2025-01-25
CZ0213620,Myotis bechsteinii,6354d,2021-02-04
CZ0213620,Myotis myotis,6354d,2016-02-27
CZ0213620,Myotis sp.,6354d,2021-02-04
CZ0213621,Barbastella barbastellus,6051a,2026-01-23
CZ0213621,Euplagia quadripunctaria,6051a,2021-08-09
CZ0213621,Hipparchia semele,NA,2009-08-01
CZ0213621,Myotis bechsteinii,6051a,2023-01-27
CZ0213621,Myotis emarginatus,6051a,2026-01-23
CZ0213621,Myotis myotis,6051a,2026-01-23
CZ0213621,Rhinolophus hipposideros,6051a,2026-01-23
CZ0213626,Myotis myotis,6150a,2015-07-17
CZ0213626,Rhinolophus hipposideros,6150a,2015-07-17
CZ0213628,Myotis myotis,6149a,2025-07-28
CZ0213630,Myotis myotis,6152d,2005-06-25
CZ0213631,Myotis myotis,6249a,2006-06-28
CZ0213776,Spermophilus citellus,"06,""5655a""",2025-07-01
CZ0213776,Spermophilus citellus,"12,""5655a""",2013-05-17
CZ0213776,Spermophilus citellus,"18,""5655a""",2014-07-19
CZ0213776,Spermophilus citellus,"2,""5655a""",2024-07-02
CZ0213776,Spermophilus citellus,"24,""5655a""",2011-07-16
CZ0213776,Spermophilus citellus,"29,""5655a""",2006-07-10
CZ0213776,Spermophilus citellus,"35,""5655a""",2021-06-28
CZ0213776,Spermophilus citellus,"36,""5655a""",2019-06-13
CZ0213776,Spermophilus citellus,"38,""5655a""",2023-06-28
CZ0213776,Spermophilus citellus,"4,""5655a""",2022-06-28
CZ0213776,Spermophilus citellus,"49,""5655a""",2009-07-17
CZ0213776,Spermophilus citellus,"53,""5655a""",2014-04-16
CZ0213776,Spermophilus citellus,5555c,2025-05-05
CZ0213776,Spermophilus citellus,"56,""5655a""",2005-07-14
CZ0213776,Spermophilus citellus,5655a,2020-04-11
CZ0213776,Spermophilus citellus,"73,""5655a""",2008-07-09
CZ0213776,Spermophilus citellus,"78,""5655a""",2021-07-29
CZ0213776,Spermophilus citellus,"79,""5655a""",2020-07-03
CZ0213776,Spermophilus citellus,"82,""5655a""",2001-07-11
CZ0213776,Spermophilus citellus,"93,""5655a""",2010-07-16
CZ0213776,Spermophilus citellus,"96,""5655a""",2017-07-02
CZ0213776,Spermophilus citellus,"97,""5655a""",2007-07-14
CZ0213777,Euplagia quadripunctaria,6350d,2018-07-19
CZ0213777,Phengaris nausithous,6350d,2021-07-27
CZ0213777,Sanguisorba officinalis,6350d,2012-06-07
CZ0213779,Cerambyx cerdo,"49,""6052a""",2009-06-01
CZ0213779,Cerambyx cerdo,6052a,2004-01-01
CZ0213779,Euplagia quadripunctaria,"06,""6052a""",2005-08-03
CZ0213779,Euplagia quadripunctaria,6052a,2023-07-18
CZ0213779,Euplagia quadripunctaria,6052b,2022-08-17
CZ0213779,Euplagia quadripunctaria,"91,""6052a""",1961-07-17
CZ0213779,Euplagia quadripunctaria,"94,""6052b""",2005-08-03
CZ0213779,Hipparchia semele,NA,2004-01-01
CZ0213779,Lucanus cervus,"49,""6052a""",2009-06-01
CZ0213779,Lucanus cervus,6052a,2025-07-31
CZ0213779,Lucanus cervus,6052b,2016-06-07
CZ0213779,Myotis alcathoe/emarginatus,6052a,2019-08-31
CZ0213779,Myotis alcathoe/emarginatus,6052b,2019-05-29
CZ0213779,Myotis myotis,6052b,2019-05-29
CZ0213779,Myotis myotis,"77,""6052a""",2015-05-01
CZ0213779,Myotis sp.,6052a,2019-08-31
CZ0213779,Myotis sp.,6052b,2019-07-05
CZ0213783,Bombina variegata,6149d,2025-09-08
CZ0213783,Euplagia quadripunctaria,6149d,2017-08-17
CZ0213783,Lycaena dispar,6149d,2022-06-05
CZ0213783,Myotis myotis,6149d,2015-05-05
CZ0213783,Sanguisorba officinalis,6149d,2014-05-25
CZ0213783,Triturus cristatus,6149d,2025-08-18
CZ0213784,Bombina bombina,6452a,2025-08-04
CZ0213784,Lycaena dispar,6452a,2023-07-16
CZ0213784,Phengaris nausithous,6452a,2024-07-22
CZ0213784,Sanguisorba officinalis,6452a,2014-10-01
CZ0213784,Triturus cristatus,6452a,2018-06-11
